date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:00:36	4027/4027	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-fbb%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-13-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-13-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:36	8948/8948	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-22f4%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-14-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-14-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:38	426619/426619	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:36%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21685	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index482a.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:39	426621/426621	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:37%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21687	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index1faf.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:40	6586/6586	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-19ba%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-15-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-15-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:40	10543/10543	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-292f%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-16-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-16-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:42	426614/426614	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:39%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21689	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index9351.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:43	426621/426621	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:41%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21659	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexaaa8.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:44	426628/426628	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:40%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21657	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index7690.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:44	6061/6061	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-17ad%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-25-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-25-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:46	426617/426617	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:44%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21663	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexd3b4.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:46	426623/426623	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:45%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21661	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexe3f0.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:47	426622/426622	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:00:45%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21752	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexd5c8.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:47	9019/9019	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-233b%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-4-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-img-map-product-4-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:48	51553/51553	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f078-c961%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-garden-banner-1-1-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-garden-banner-1-1-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:50	5256/5256	---M--	200	added ('OK')	image/jpeg	etag:%2264e5efd0-1488%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-9-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-9-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:50	51399/51399	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f060-c8c7%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-garden-banner-2-1-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-garden-banner-2-1-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:51	6254/6254	---M--	200	added ('OK')	image/jpeg	etag:%2264e5efee-186e%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-10-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-10-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:52	5387/5387	---M--	200	added ('OK')	image/jpeg	etag:%2264e5efde-150b%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-12-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-12-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:52	3768/3768	---M--	200	added ('OK')	image/jpeg	etag:%2264e5ebd0-eb8%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-8-opt-1.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-8-opt-1.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:54	5121/5121	---M--	200	added ('OK')	image/jpeg	etag:%2264e5eff7-1401%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-11-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-11-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:54	7437/7437	---M--	200	added ('OK')	image/jpeg	etag:%2264e5efd5-1d0d%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-7-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-category-7-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:55	1141/1141	---M--	200	added ('OK')	image/png	etag:%2265cf7330-475%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-witra.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-witra.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:55	1848/1848	---M--	200	added ('OK')	image/png	etag:%2265cf7322-738%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Rosenthal.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Rosenthal.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:55	2818/2818	---M--	200	added ('OK')	image/png	etag:%2265cf731b-b02%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-PackIt.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-PackIt.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:00:57	1885/1885	---M--	200	added ('OK')	image/png	etag:%225989c389-75d%22	https://woodmart.b-cdn.net/wp-content/uploads/2017/01/nichemodern.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2017/01/nichemodern.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:00	1721/1721	---M--	200	added ('OK')	image/png	etag:%2265cf731f-6b9%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Magisso.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Magisso.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:00	3736/3736	---M--	200	added ('OK')	image/png	etag:%2265cf7337-e98%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Louis-Poulsen.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Louis-Poulsen.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:00	2917/2917	---M--	200	added ('OK')	image/png	etag:%225989c388-b65%22	https://woodmart.b-cdn.net/wp-content/uploads/2017/01/klobe2r.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2017/01/klobe2r.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:01	4467/4467	---M--	200	added ('OK')	image/png	etag:%2265cf7318-1173%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Joseph-Joseph.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Joseph-Joseph.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:01	1966/1966	---M--	200	added ('OK')	image/png	etag:%2265cf7334-7ae%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-hay.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-hay.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:01	1920/1920	---M--	200	added ('OK')	image/png	etag:%2265cf732d-780%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-flos.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-flos.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:01	1411/1411	---M--	200	added ('OK')	image/png	etag:%2265cf732a-583%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Eva-Solo.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-Eva-Solo.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:02	1153/1153	---M--	200	added ('OK')	image/png	etag:%2265cf7328-481%22	https://woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-alessi.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2016/09/brand-alessi.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:02	22993/22993	---M--	200	added ('OK')	image/jpeg	etag:%225bbcb93f-59d1%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-furniture-banner-1-2-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-furniture-banner-1-2-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:03	24610/24610	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f08a-6022%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-furniture-banner-2-2-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-furniture-banner-2-2-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:03	5641/5641	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1609%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-19-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-19-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:04	5050/5050	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-13ba%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-18-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-18-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:05	8226/8226	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-2022%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-17-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-17-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:07	426618/426618	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:01:05%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21669	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexcf9d.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:07	7172/7172	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1c04%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-20-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-20-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:07	4398/4398	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-112e%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-21-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-21-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:08	9535/9535	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-253f%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-22-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-22-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:11	426618/426618	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:01:08%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21665	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index01cf.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:12	426616/426616	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:01:09%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21671	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexbd69.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:14	426616/426616	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:01:11%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21667	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index9e75.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:15	426622/426622	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:01:13%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21675	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index047c.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:17	8388/8388	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-20c4%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-23-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-23-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:19	426620/426620	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:01:15%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21673	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index4f5f.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:20	426618/426618	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:01:18%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21677	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/indexe68f.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:20	7501/7501	---M--	200	added ('OK')	image/jpeg	etag:%225bbcbf44-1d4d%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-24-opt-330x340.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-product-24-opt-330x340.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:22	60057/60057	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f05a-ea99%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-blog-img-1-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-blog-img-1-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:22	622/622	---M--	200	added ('OK')	image/jpeg	etag:%225bc05a8b-26e%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/avatar-home.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/avatar-home.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:23	426624/426624	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2017:01:22%20GMT	https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21679	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/demo-retail/demo/retail/index4d14.html	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:23	33756/33756	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f04a-83dc%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-blog-img-2-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-blog-img-2-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:25	64095/64095	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f045-fa5f%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-blog-img-3-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-blog-img-3-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:25	51216/51216	---M--	200	added ('OK')	image/jpeg	etag:%2264e5f040-c810%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-blog-img-4-opt.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/10/retail-blog-img-4-opt.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:27	2071/2071	---M--	200	added ('OK')	image/png	etag:%2265cf7a31-817%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/app-store-button.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/app-store-button.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:28	2880/2880	---M--	200	added ('OK')	image/png	etag:%2265cf7a29-b40%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/google-play-button.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/google-play-button.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:28	2931/2931	---M--	200	added ('OK')	image/png	etag:%2265cf7a10-b73%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/payment.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/payment.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:28	3085/3085	---M--	200	added ('OK')	image/png	etag:%2265cf7a08-c0d%22	https://woodmart.b-cdn.net/wp-content/uploads/2018/08/shipping.png	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/uploads/2018/08/shipping.png	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:30	535812/535812	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668d0133-82d04%22	https://woodmart.b-cdn.net/wp-content/cache/min/1/69ab90ca14d9b38a12a957a7200ffbe8.js	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.b-cdn.net/wp-content/cache/min/1/69ab90ca14d9b38a12a957a7200ffbe8.js	(from https://woodmart.xtemos.com/demo-retail/demo/retail/)
20:01:32	40824/40824	---M--	200	added ('OK')	image/jpeg	etag:%226112932e-9f78%22	https://woodmart.xtemos.com/wp-content/uploads/2021/08/01_theme-preview.__large_preview.jpg	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/uploads/2021/08/01_theme-preview.__large_preview.jpg	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:32	92371/92371	---MCZ	200	added ('OK')	text/css	etag:W/%22606574d1-168d3%22	https://woodmart.xtemos.com/wp-content/uploads/2021/04/js_composer-1617261777.css?ver=7.5.1	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/uploads/2021/04/js_composer-16172617778c10.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:32	4722/4722	---MCZ	200	added ('OK')	text/css	etag:W/%22658d7c0b-1272%22	https://woodmart.xtemos.com/wp-content/themes/woodmart/css/bootstrap-light.min.css?ver=7.5.1	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/themes/woodmart/css/bootstrap-light.min8c10.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:33	49899/49899	---MCZ	200	added ('OK')	text/css	etag:W/%2266227099-c2eb%22	https://woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/base.min.css?ver=7.5.1	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/base.min8c10.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:33	5066/5066	---MCZ	200	added ('OK')	text/css	etag:W/%226687d550-13ca%22	https://woodmart.xtemos.com/wp-content/plugins/xz-system/css/demos_preview_style.css?ver=1.0.0	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/plugins/xz-system/css/demos_preview_style8a54.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:33	667/667	---MCZ	200	added ('OK')	text/css	etag:W/%22662a4586-29b%22	https://woodmart.xtemos.com/wp-content/plugins/xz-system/css/custom.css?ver=1.0.0	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/plugins/xz-system/css/custom8a54.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:33	1268/1268	---MCZ	200	added ('OK')	text/css	etag:W/%2266167acb-4f4%22	https://woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/woo-mod-shop-attributes.min.css?ver=7.5.1	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/woo-mod-shop-attributes.min8c10.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:34	1051/1051	---MCZ	200	added ('OK')	text/css	etag:W/%2264e4a7f5-41b%22	https://woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/int-mc4wp-deprecated.min.css?ver=7.5.1	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/int-mc4wp-deprecated.min8c10.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:34	1185/1185	---MCZ	200	added ('OK')	text/css	etag:W/%2264e4a7f5-4a1%22	https://woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/base-deprecated.min.css?ver=7.5.1	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/base-deprecated.min8c10.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
20:01:34	1074/1074	---MCZ	200	added ('OK')	text/css	etag:W/%2263345d38-432%22	https://woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/mod-nav-menu-label.min.css?ver=7.5.1	C:/My%20Web%20Sites/HTTRACK%20CLONE/woodmart.xtemos.com/wp-content/themes/woodmart/css/parts/mod-nav-menu-label.min8c10.css	(from https://woodmart.xtemos.com/demo-retail/demo/retail/?add-to-cart=21691)
